EmployeeId,age,volturn,Gender,npjc,salary
146.0,52.0,0.0,2.0,0.0,72254.8
147.0,51.0,0.0,1.0,0.0,63930.64
148.0,50.0,0.0,2.0,0.0,72254.8
149.0,53.0,0.0,2.0,0.0,72254.8
150.0,48.0,0.0,2.0,0.0,72254.8
151.0,67.0,1.0,2.0,0.0,65203.6
152.0,61.0,0.0,2.0,0.0,65203.6
153.0,45.0,0.0,2.0,0.0,72254.8
154.0,47.0,0.0,1.0,0.0,65081.97
155.0,45.0,0.0,2.0,0.0,72254.8
156.0,46.0,0.0,2.0,0.0,72254.8
157.0,48.0,0.0,1.0,0.0,70401.03
158.0,48.0,0.0,2.0,0.0,72254.8
159.0,55.0,0.0,2.0,0.0,70436.39
160.0,55.0,0.0,2.0,0.0,64991.72
161.0,63.0,0.0,2.0,0.0,78928.11
162.0,46.0,0.0,1.0,0.0,41412.0
163.0,58.0,0.0,2.0,0.0,54326.28
164.0,57.0,0.0,1.0,0.0,65946.65
165.0,57.0,0.0,2.0,0.0,66757.8
166.0,59.0,0.0,2.0,0.0,103716.38
167.0,52.0,0.0,1.0,0.0,61201.83
168.0,46.0,0.0,2.0,0.0,47419.6
169.0,50.0,0.0,1.0,0.0,80504.61
170.0,61.0,0.0,1.0,0.0,86021.0
171.0,61.0,0.0,1.0,0.0,55562.0
172.0,58.0,1.0,2.0,0.0,71428.05
173.0,51.0,0.0,2.0,0.0,71799.71
174.0,43.0,0.0,1.0,0.0,71870.99
175.0,44.0,0.0,2.0,0.0,111662.0
176.0,48.0,0.0,1.0,0.0,88242.26
177.0,53.0,0.0,2.0,0.0,75857.85
178.0,50.0,0.0,2.0,0.0,102552.95
179.0,46.0,0.0,2.0,0.0,36162.0
180.0,49.0,0.0,2.0,0.0,79227.93
181.0,58.0,0.0,2.0,0.0,68198.56
182.0,44.0,0.0,1.0,0.0,44309.16
183.0,58.0,1.0,1.0,0.0,48458.15
184.0,63.0,0.0,2.0,0.0,24162.0
185.0,66.0,1.0,2.0,0.0,66799.06
186.0,61.0,0.0,2.0,0.0,64809.77
187.0,49.0,0.0,2.0,0.0,64411.16
188.0,52.0,0.0,2.0,0.0,76741.06
189.0,60.0,0.0,1.0,0.0,70706.55
190.0,50.0,0.0,2.0,0.0,65176.78
191.0,50.0,0.0,2.0,0.0,62139.28
192.0,60.0,0.0,1.0,0.0,55218.2
193.0,56.0,0.0,2.0,0.0,66840.37
194.0,57.0,0.0,2.0,0.0,81037.58
195.0,56.0,0.0,2.0,0.0,62297.19
196.0,55.0,0.0,2.0,0.0,77110.52
197.0,55.0,0.0,2.0,0.0,66840.37
198.0,56.0,0.0,2.0,0.0,73431.84
199.0,52.0,0.0,1.0,0.0,81050.99
200.0,50.0,0.0,1.0,0.0,46841.61
201.0,43.0,0.0,2.0,0.0,58304.76
202.0,58.0,0.0,1.0,0.0,84833.69
203.0,57.0,0.0,2.0,0.0,73459.5
204.0,56.0,0.0,1.0,0.0,70207.77
205.0,54.0,0.0,1.0,0.0,63118.47
206.0,60.0,0.0,2.0,0.0,58596.9
207.0,59.0,0.0,2.0,0.0,91012.52
208.0,54.0,0.0,2.0,0.0,75504.97
209.0,52.0,0.0,2.0,0.0,81762.0
210.0,42.0,0.0,1.0,0.0,48410.19
211.0,42.0,0.0,1.0,0.0,107323.2
212.0,42.0,0.0,2.0,1.0,99467.75
213.0,44.0,0.0,2.0,0.0,90540.84
214.0,41.0,0.0,2.0,0.0,70116.83
215.0,43.0,0.0,2.0,0.0,69732.08
216.0,39.0,0.0,1.0,0.0,81897.66
217.0,45.0,0.0,2.0,0.0,101067.08
218.0,43.0,0.0,2.0,0.0,86962.57
219.0,52.0,0.0,2.0,0.0,42162.0
220.0,54.0,0.0,2.0,,95162.0
221.0,55.0,0.0,2.0,0.0,68439.89
222.0,60.0,0.0,2.0,0.0,92031.36
223.0,61.0,0.0,1.0,0.0,63711.59
224.0,56.0,0.0,2.0,0.0,71101.67
225.0,50.0,0.0,2.0,0.0,70095.83
226.0,54.0,0.0,2.0,0.0,85473.61
227.0,56.0,0.0,2.0,0.0,36162.0
228.0,53.0,0.0,2.0,0.0,103054.26
229.0,55.0,0.0,2.0,0.0,82753.74
230.0,48.0,0.0,2.0,0.0,99203.14
231.0,59.0,0.0,2.0,0.0,64895.69
232.0,55.0,0.0,2.0,0.0,67807.74
233.0,60.0,1.0,2.0,0.0,36162.0
234.0,55.0,0.0,2.0,0.0,42162.0
235.0,64.0,0.0,2.0,0.0,77859.6
236.0,53.0,0.0,1.0,0.0,66179.94
237.0,47.0,0.0,2.0,0.0,108162.0
238.0,57.0,0.0,1.0,0.0,67337.74
239.0,47.0,0.0,2.0,0.0,82950.39
240.0,57.0,0.0,2.0,,66508.47
241.0,48.0,0.0,2.0,0.0,82119.02
242.0,46.0,0.0,1.0,0.0,48070.87
243.0,50.0,0.0,1.0,0.0,43800.4
244.0,52.0,0.0,2.0,0.0,82162.0
245.0,46.0,0.0,1.0,1.0,93563.91
246.0,66.0,1.0,2.0,0.0,61642.57
247.0,46.0,0.0,1.0,0.0,60378.29
248.0,58.0,0.0,2.0,0.0,128407.75
249.0,64.0,0.0,1.0,0.0,48977.57
250.0,53.0,0.0,2.0,0.0,21728.27
251.0,46.0,0.0,1.0,0.0,50510.65
252.0,55.0,0.0,2.0,0.0,68719.32
253.0,48.0,0.0,2.0,0.0,20870.03
254.0,46.0,0.0,1.0,0.0,55562.0
255.0,46.0,0.0,1.0,0.0,51296.2
256.0,50.0,0.0,2.0,0.0,75010.1
257.0,65.0,0.0,1.0,0.0,47339.97
258.0,45.0,0.0,2.0,0.0,52692.23
259.0,45.0,0.0,2.0,0.0,69063.0
260.0,51.0,0.0,2.0,0.0,23162.0
261.0,67.0,1.0,2.0,0.0,36162.0
262.0,50.0,0.0,1.0,0.0,65351.32
263.0,59.0,0.0,2.0,0.0,74082.8
264.0,42.0,0.0,1.0,0.0,113162.0
265.0,60.0,0.0,2.0,0.0,85733.65
266.0,53.0,0.0,2.0,0.0,87309.44
267.0,46.0,0.0,2.0,1.0,80210.58
268.0,47.0,0.0,1.0,0.0,46999.6
269.0,48.0,0.0,1.0,0.0,48288.53
270.0,52.0,0.0,1.0,0.0,61269.12
271.0,53.0,0.0,1.0,1.0,83284.58
272.0,56.0,0.0,2.0,0.0,102120.42
273.0,60.0,0.0,1.0,0.0,40996.06
274.0,58.0,0.0,2.0,0.0,123158.92
275.0,51.0,0.0,1.0,0.0,67844.0
276.0,56.0,0.0,1.0,0.0,44520.05
277.0,47.0,0.0,1.0,0.0,98162.0
278.0,54.0,0.0,1.0,,89792.72
279.0,44.0,0.0,1.0,0.0,78294.6
280.0,52.0,0.0,1.0,0.0,57705.85
281.0,50.0,0.0,2.0,0.0,88604.67
282.0,54.0,0.0,1.0,0.0,45293.71
283.0,45.0,0.0,1.0,0.0,116312.0
284.0,47.0,0.0,2.0,0.0,51642.71
285.0,47.0,0.0,2.0,1.0,59674.52
286.0,67.0,0.0,1.0,0.0,65393.53
287.0,43.0,0.0,1.0,0.0,85162.0
288.0,46.0,0.0,1.0,0.0,67112.05
289.0,51.0,0.0,2.0,0.0,46335.86
290.0,52.0,0.0,1.0,0.0,68809.57
291.0,53.0,0.0,1.0,0.0,55603.84
292.0,50.0,0.0,1.0,0.0,100162.0
293.0,48.0,0.0,1.0,0.0,45743.91
294.0,51.0,0.0,1.0,0.0,74458.9
295.0,49.0,0.0,1.0,0.0,74637.66
296.0,60.0,0.0,1.0,0.0,65885.71
297.0,43.0,1.0,1.0,0.0,62392.2
298.0,52.0,0.0,1.0,0.0,69588.37
299.0,60.0,0.0,1.0,1.0,92720.35
300.0,43.0,0.0,1.0,0.0,82295.51
301.0,45.0,0.0,1.0,0.0,41223.69
302.0,44.0,0.0,1.0,0.0,44540.53
303.0,52.0,0.0,1.0,0.0,67125.0
304.0,52.0,0.0,1.0,0.0,71221.68
305.0,56.0,0.0,2.0,0.0,105157.72
306.0,47.0,0.0,2.0,0.0,126057.42
307.0,43.0,0.0,1.0,0.0,134916.37
308.0,49.0,0.0,2.0,0.0,60582.96
309.0,45.0,1.0,1.0,0.0,113504.26
310.0,40.0,0.0,1.0,0.0,55323.6
311.0,46.0,0.0,1.0,0.0,76822.2
312.0,61.0,0.0,1.0,0.0,74246.06
313.0,43.0,0.0,2.0,0.0,98982.11
314.0,50.0,0.0,1.0,0.0,123402.0
315.0,45.0,0.0,1.0,0.0,98940.57
316.0,49.0,0.0,2.0,0.0,92793.18
317.0,49.0,0.0,2.0,0.0,46573.19
318.0,42.0,0.0,1.0,0.0,84395.72
319.0,43.0,0.0,1.0,0.0,111513.24
320.0,49.0,0.0,2.0,0.0,80564.06
321.0,41.0,0.0,2.0,0.0,106144.52
322.0,48.0,0.0,2.0,0.0,94716.0
323.0,59.0,0.0,2.0,0.0,77485.62
324.0,38.0,0.0,1.0,0.0,53336.26
325.0,42.0,0.0,1.0,0.0,52814.88
326.0,52.0,0.0,2.0,0.0,52852.0
327.0,66.0,0.0,2.0,0.0,48397.73
328.0,41.0,0.0,1.0,0.0,53526.23
329.0,43.0,0.0,1.0,0.0,88936.0
330.0,45.0,0.0,2.0,0.0,85346.66
331.0,56.0,0.0,2.0,0.0,57429.04
332.0,44.0,0.0,1.0,0.0,81820.03
333.0,68.0,1.0,1.0,0.0,60170.07
334.0,47.0,0.0,2.0,0.0,55954.5
335.0,44.0,0.0,2.0,0.0,73121.34
336.0,47.0,0.0,2.0,0.0,82162.0
337.0,48.0,0.0,1.0,0.0,46662.0
338.0,52.0,0.0,2.0,0.0,56106.64
339.0,43.0,0.0,1.0,0.0,51646.36
340.0,40.0,0.0,2.0,0.0,57662.37
341.0,44.0,0.0,2.0,,91057.77
342.0,50.0,0.0,1.0,0.0,59873.02
343.0,44.0,0.0,1.0,0.0,70795.46
344.0,44.0,0.0,1.0,,87372.13
345.0,46.0,0.0,2.0,,64432.68
346.0,47.0,0.0,2.0,0.0,80162.0
347.0,43.0,0.0,2.0,0.0,89919.25
348.0,44.0,0.0,2.0,0.0,82196.12
349.0,42.0,0.0,1.0,0.0,39843.88
350.0,44.0,0.0,1.0,0.0,72277.75
351.0,41.0,0.0,1.0,0.0,56772.29
352.0,43.0,0.0,2.0,0.0,111462.0
353.0,42.0,0.0,1.0,0.0,105257.58
354.0,41.0,0.0,1.0,0.0,62773.27
355.0,44.0,0.0,1.0,0.0,69012.0
356.0,58.0,0.0,1.0,0.0,47694.21
357.0,46.0,0.0,1.0,0.0,42300.86
358.0,41.0,0.0,1.0,0.0,70218.73
359.0,44.0,0.0,2.0,0.0,43002.0
360.0,44.0,0.0,2.0,0.0,36162.0
361.0,42.0,0.0,1.0,0.0,75086.83
362.0,51.0,0.0,1.0,0.0,55162.0
363.0,49.0,0.0,1.0,0.0,93058.76
364.0,42.0,0.0,2.0,0.0,99000.0
365.0,43.0,0.0,1.0,0.0,43387.56
366.0,55.0,0.0,2.0,0.0,47397.12
367.0,45.0,0.0,1.0,0.0,78702.0
368.0,49.0,0.0,1.0,0.0,46183.02
369.0,43.0,0.0,2.0,0.0,108624.55
370.0,38.0,0.0,1.0,0.0,85929.5
371.0,41.0,0.0,1.0,0.0,82749.65
372.0,41.0,0.0,1.0,0.0,66465.65
373.0,58.0,0.0,2.0,0.0,56343.6
374.0,61.0,0.0,2.0,0.0,73945.14
375.0,59.0,0.0,2.0,,43934.93
376.0,55.0,0.0,2.0,0.0,99093.12
377.0,56.0,0.0,2.0,0.0,75136.58
378.0,58.0,0.0,2.0,0.0,58187.02
379.0,64.0,0.0,2.0,0.0,68704.9
380.0,45.0,0.0,1.0,0.0,65879.28
381.0,56.0,0.0,2.0,0.0,74047.26
382.0,59.0,0.0,2.0,0.0,91970.11
383.0,42.0,0.0,1.0,0.0,58031.9
384.0,43.0,0.0,2.0,0.0,57662.37
385.0,42.0,0.0,2.0,0.0,72064.99
386.0,43.0,0.0,2.0,0.0,91655.21
387.0,51.0,0.0,1.0,0.0,74336.4
388.0,46.0,0.0,1.0,0.0,53208.96
389.0,43.0,0.0,1.0,,45202.13
390.0,64.0,0.0,1.0,,43968.65
391.0,59.0,0.0,1.0,0.0,73162.8
392.0,56.0,0.0,2.0,1.0,51181.08
393.0,46.0,0.0,1.0,0.0,46880.3
394.0,42.0,0.0,1.0,0.0,89124.76
395.0,43.0,0.0,1.0,0.0,43997.51
396.0,45.0,0.0,2.0,0.0,70374.02
397.0,50.0,0.0,1.0,0.0,90289.11
398.0,59.0,0.0,2.0,0.0,65816.85
399.0,57.0,0.0,2.0,0.0,90608.06
400.0,53.0,0.0,2.0,0.0,63387.26
401.0,55.0,0.0,2.0,0.0,106445.54
402.0,57.0,0.0,2.0,0.0,59032.76
403.0,42.0,0.0,2.0,0.0,88602.52
404.0,51.0,0.0,1.0,0.0,56362.0
405.0,44.0,0.0,1.0,0.0,45113.99
406.0,45.0,0.0,2.0,0.0,30162.0
407.0,38.0,0.0,1.0,0.0,61159.37
408.0,46.0,0.0,1.0,0.0,49352.3
409.0,43.0,0.0,2.0,0.0,45611.96
410.0,38.0,0.0,1.0,,86128.81
411.0,46.0,0.0,2.0,0.0,114514.2
412.0,41.0,0.0,2.0,,69518.07
413.0,55.0,0.0,2.0,0.0,91051.34
414.0,44.0,1.0,2.0,,65845.7
415.0,48.0,0.0,1.0,0.0,74499.58
416.0,39.0,0.0,1.0,0.0,51430.38
417.0,41.0,0.0,1.0,0.0,76025.32
418.0,49.0,0.0,1.0,0.0,45833.75
419.0,54.0,0.0,1.0,0.0,49741.53
420.0,55.0,0.0,1.0,0.0,48095.6
421.0,37.0,0.0,1.0,0.0,50354.97
422.0,46.0,0.0,1.0,0.0,64736.15
423.0,43.0,0.0,1.0,0.0,75817.35
424.0,44.0,0.0,1.0,0.0,69153.19
425.0,44.0,0.0,2.0,1.0,91962.0
426.0,49.0,0.0,2.0,0.0,38482.47
427.0,40.0,0.0,1.0,,64894.27
428.0,45.0,0.0,2.0,0.0,71212.0
429.0,40.0,1.0,1.0,0.0,136971.75
430.0,44.0,1.0,1.0,0.0,97062.0
431.0,61.0,0.0,1.0,0.0,56362.0
432.0,50.0,0.0,2.0,0.0,51464.11
433.0,47.0,0.0,1.0,0.0,66120.69
434.0,49.0,0.0,2.0,0.0,87282.5
435.0,48.0,0.0,2.0,0.0,54335.96
436.0,44.0,0.0,2.0,0.0,50332.73
437.0,39.0,0.0,1.0,1.0,70162.0
438.0,46.0,0.0,2.0,0.0,66586.3
439.0,51.0,0.0,1.0,0.0,51343.34
440.0,48.0,0.0,1.0,0.0,61828.47
441.0,59.0,0.0,1.0,0.0,45042.02
442.0,43.0,0.0,1.0,0.0,82589.22
443.0,49.0,0.0,2.0,0.0,55242.0
444.0,46.0,0.0,1.0,0.0,54248.79
445.0,44.0,0.0,2.0,0.0,50245.25
446.0,43.0,0.0,1.0,0.0,95819.13
447.0,50.0,0.0,1.0,0.0,76527.36
448.0,49.0,0.0,2.0,0.0,54114.94
449.0,39.0,0.0,1.0,0.0,81645.48
450.0,44.0,0.0,2.0,0.0,42638.39
451.0,45.0,0.0,1.0,0.0,51538.28
452.0,57.0,0.0,2.0,0.0,46227.68
453.0,50.0,0.0,1.0,0.0,62498.18
454.0,51.0,0.0,2.0,0.0,78162.0
455.0,57.0,0.0,1.0,0.0,64316.65
456.0,45.0,0.0,2.0,0.0,66500.6
457.0,43.0,0.0,1.0,0.0,47380.37
458.0,57.0,0.0,1.0,0.0,48983.24
459.0,41.0,0.0,1.0,0.0,55562.0
460.0,39.0,0.0,1.0,0.0,51929.01
461.0,43.0,0.0,2.0,0.0,94512.0
462.0,40.0,0.0,1.0,0.0,77787.0
463.0,54.0,0.0,2.0,0.0,54437.34
464.0,36.0,0.0,1.0,0.0,59672.88
465.0,40.0,0.0,2.0,0.0,63315.3
466.0,45.0,0.0,1.0,0.0,56897.88
467.0,39.0,0.0,1.0,0.0,64066.58
468.0,44.0,0.0,2.0,,68162.0
469.0,45.0,0.0,1.0,0.0,51301.62
470.0,46.0,0.0,1.0,0.0,58937.82
471.0,48.0,0.0,1.0,0.0,78970.5
472.0,63.0,0.0,1.0,0.0,50722.11
473.0,48.0,0.0,2.0,0.0,74377.86
474.0,42.0,0.0,1.0,0.0,78362.0
475.0,45.0,0.0,2.0,0.0,112838.61
476.0,48.0,0.0,2.0,0.0,73156.0
477.0,38.0,0.0,2.0,0.0,66814.19
478.0,49.0,0.0,1.0,1.0,41155.26
479.0,50.0,0.0,1.0,0.0,48490.29
480.0,50.0,0.0,2.0,0.0,51705.88
481.0,50.0,0.0,2.0,0.0,92662.0
482.0,42.0,0.0,1.0,0.0,72846.95
483.0,46.0,0.0,1.0,0.0,46391.21
484.0,41.0,0.0,2.0,0.0,99237.15
485.0,55.0,0.0,1.0,0.0,90316.57
486.0,49.0,0.0,2.0,0.0,77160.15
487.0,56.0,0.0,2.0,0.0,31297.5
488.0,41.0,0.0,2.0,0.0,62586.0
489.0,41.0,0.0,1.0,0.0,85054.8
490.0,43.0,0.0,2.0,0.0,78081.76
491.0,43.0,0.0,1.0,0.0,94635.47
492.0,41.0,0.0,2.0,0.0,45752.81
493.0,43.0,1.0,2.0,0.0,75912.0
494.0,37.0,1.0,1.0,0.0,72276.0
495.0,43.0,0.0,2.0,0.0,61832.75
496.0,50.0,1.0,1.0,0.0,41146.99
497.0,49.0,0.0,1.0,0.0,46691.56
498.0,41.0,0.0,1.0,0.0,72193.51
499.0,42.0,0.0,1.0,0.0,51547.63
500.0,51.0,0.0,2.0,0.0,52184.74
501.0,50.0,0.0,1.0,0.0,66462.0
502.0,45.0,0.0,2.0,0.0,51702.75
503.0,44.0,0.0,2.0,0.0,53433.81
504.0,44.0,0.0,2.0,0.0,78545.66
505.0,54.0,0.0,2.0,0.0,46621.61
506.0,35.0,0.0,2.0,0.0,49646.69
507.0,39.0,0.0,2.0,0.0,68162.0
508.0,42.0,0.0,1.0,0.0,94716.0
509.0,41.0,0.0,1.0,0.0,78768.02
510.0,63.0,0.0,1.0,0.0,46460.79
511.0,51.0,0.0,2.0,1.0,82428.06
512.0,41.0,0.0,1.0,0.0,63834.48
513.0,39.0,0.0,1.0,,65803.93
514.0,49.0,0.0,1.0,0.0,58433.36
515.0,47.0,0.0,1.0,0.0,47115.06
516.0,44.0,0.0,2.0,,85162.0
517.0,51.0,0.0,1.0,0.0,45675.86
518.0,37.0,0.0,1.0,0.0,82561.68
519.0,40.0,0.0,1.0,0.0,62921.81
520.0,44.0,0.0,1.0,1.0,46241.32
521.0,57.0,0.0,1.0,0.0,56362.0
522.0,52.0,1.0,2.0,0.0,81636.38
523.0,44.0,0.0,2.0,0.0,70917.41
524.0,44.0,0.0,2.0,0.0,95656.77
525.0,41.0,0.0,2.0,0.0,73262.0
526.0,37.0,0.0,1.0,,60517.03
527.0,44.0,0.0,1.0,0.0,63661.51
528.0,44.0,0.0,1.0,0.0,56343.6
529.0,46.0,0.0,2.0,0.0,47622.94
530.0,44.0,1.0,1.0,0.0,57486.0
531.0,44.0,0.0,2.0,0.0,86311.2
532.0,39.0,0.0,1.0,0.0,106591.44
533.0,52.0,1.0,2.0,0.0,74489.92
534.0,43.0,0.0,2.0,0.0,62893.47
535.0,62.0,0.0,1.0,0.0,54968.9
536.0,44.0,0.0,1.0,1.0,75912.0
537.0,41.0,0.0,1.0,0.0,62401.85
538.0,43.0,0.0,1.0,0.0,75913.26
539.0,56.0,0.0,1.0,0.0,76335.25
540.0,42.0,0.0,1.0,0.0,54162.0
541.0,42.0,0.0,1.0,0.0,90011.25
542.0,40.0,0.0,1.0,0.0,46540.39
543.0,42.0,1.0,2.0,0.0,83394.0
544.0,43.0,0.0,2.0,0.0,104202.0
545.0,42.0,0.0,2.0,0.0,60162.0
546.0,47.0,0.0,2.0,0.0,53677.45
547.0,36.0,0.0,2.0,0.0,84162.0
548.0,43.0,0.0,2.0,0.0,86707.28
549.0,38.0,0.0,1.0,0.0,38832.29
550.0,50.0,0.0,1.0,0.0,61742.62
551.0,37.0,0.0,2.0,0.0,83190.0
552.0,38.0,0.0,1.0,0.0,53689.8
553.0,45.0,0.0,1.0,0.0,57362.17
554.0,49.0,0.0,1.0,0.0,50162.0
555.0,45.0,0.0,1.0,1.0,21177.73
556.0,50.0,0.0,2.0,0.0,72840.06
557.0,50.0,0.0,1.0,1.0,70687.0
558.0,45.0,0.0,1.0,1.0,54485.11
559.0,55.0,0.0,2.0,0.0,60545.31
560.0,37.0,0.0,2.0,,89479.41
561.0,41.0,1.0,1.0,0.0,93798.0
