Day,Month,Year,Price,RelChange,Time,RiskFree
26.0,8.0,1992.0,34.125,0.0111111,92.6528,31.97659691951937
27.0,8.0,1992.0,33.75,-0.010989,92.6556,31.982608519740243
28.0,8.0,1992.0,33.5,-0.00740741,92.6583,31.988621250141957
31.0,8.0,1992.0,34.625,0.0335821,92.6667,31.994635110936986
1.0,9.0,1992.0,34.375,-0.00722022,92.6667,32.00065010233784
2.0,9.0,1992.0,34.375,0.0,92.6694,32.00666622455709
3.0,9.0,1992.0,34.75,0.0109091,92.6722,32.01268347780731
4.0,9.0,1992.0,35.125,0.0107914,92.675,32.018701862301135
8.0,9.0,1992.0,34.0,-0.0320285,92.6861,32.02472137825125
9.0,9.0,1992.0,34.0,0.0,92.6889,32.03074202587037
10.0,9.0,1992.0,34.0,0.0,92.6917,32.03676380537123
11.0,9.0,1992.0,33.625,-0.0110294,92.6944,32.042786716966646
14.0,9.0,1992.0,34.875,0.0371747,92.7028,32.048810760869436
15.0,9.0,1992.0,33.875,-0.0286738,92.7056,32.05483593729248
16.0,9.0,1992.0,33.25,-0.0184502,92.7083,32.06086224644869
17.0,9.0,1992.0,33.375,0.0037594,92.7111,32.06688968855103
18.0,9.0,1992.0,34.125,0.0224719,92.7139,32.07291826381248
21.0,9.0,1992.0,34.25,0.003663,92.7222,32.07894797244608
22.0,9.0,1992.0,33.0,-0.0364964,92.725,32.0849788146649
23.0,9.0,1992.0,32.125,-0.0265152,92.7278,32.09101079068206
24.0,9.0,1992.0,33.125,0.0311284,92.7306,32.097043900710716
25.0,9.0,1992.0,32.0,-0.0339623,92.7333,32.10307814496405
28.0,9.0,1992.0,32.0,0.0,92.7417,32.10911352365531
29.0,9.0,1992.0,32.0,0.0,92.7444,32.11515003699776
30.0,9.0,1992.0,32.125,0.00390625,92.7472,32.12118768520472
1.0,10.0,1992.0,31.625,-0.0155642,92.75,32.12722646848954
2.0,10.0,1992.0,30.875,-0.0237154,92.7528,32.13326638706562
5.0,10.0,1992.0,31.125,0.00809717,92.7611,32.139307441146386
6.0,10.0,1992.0,30.875,-0.00803213,92.7639,32.145349630945326
7.0,10.0,1992.0,30.0,-0.0283401,92.7667,32.15139295667595
8.0,10.0,1992.0,30.125,0.00416667,92.7694,32.15743741855181
9.0,10.0,1992.0,29.125,-0.033195,92.7722,32.1634830167865
12.0,10.0,1992.0,30.75,0.055794,92.7806,32.16952975159366
13.0,10.0,1992.0,31.25,0.0162602,92.7833,32.17557762318696
14.0,10.0,1992.0,30.75,-0.016,92.7861,32.18162663178012
15.0,10.0,1992.0,30.5,-0.00813008,92.7889,32.187676777586894
16.0,10.0,1992.0,29.375,-0.0368853,92.7917,32.19372806082108
19.0,10.0,1992.0,29.125,-0.00851064,92.8,32.199780481696514
20.0,10.0,1992.0,29.75,0.0214592,92.8028,32.20583404042708
21.0,10.0,1992.0,31.0,0.0420168,92.8056,32.21188873722668
22.0,10.0,1992.0,32.875,0.0604839,92.8083,32.21794457230928
23.0,10.0,1992.0,33.5,0.0190114,92.8111,32.224001545888875
26.0,10.0,1992.0,34.125,0.0186567,92.8194,32.230059658179506
27.0,10.0,1992.0,32.375,-0.0512821,92.8222,32.236118909395245
28.0,10.0,1992.0,31.375,-0.030888,92.825,32.24217929975021
29.0,10.0,1992.0,31.375,0.0,92.8278,32.24824082945857
30.0,10.0,1992.0,30.75,-0.0199203,92.8306,32.25430349873451
2.0,11.0,1992.0,31.875,0.0365854,92.8361,32.26036730779227
3.0,11.0,1992.0,32.25,0.0117647,92.8389,32.26643225684614
4.0,11.0,1992.0,31.625,-0.0193798,92.8417,32.272498346110424
5.0,11.0,1992.0,31.25,-0.0055336,92.8444,32.2785655757995
6.0,11.0,1992.0,30.625,-0.02,92.8472,32.28463394612775
9.0,11.0,1992.0,30.875,0.00816326,92.8556,32.290703457309625
10.0,11.0,1992.0,30.625,-0.00809717,92.8583,32.2967741095596
11.0,11.0,1992.0,30.125,-0.0163265,92.8611,32.3028459030922
12.0,11.0,1992.0,30.5,0.0124481,92.8639,32.30891883812198
13.0,11.0,1992.0,31.125,0.0204918,92.8667,32.31499291486355
16.0,11.0,1992.0,31.125,0.0,92.875,32.32106813353155
17.0,11.0,1992.0,30.625,-0.0160643,92.8778,32.32714449434065
18.0,11.0,1992.0,30.875,0.00816326,92.8806,32.33322199750559
19.0,11.0,1992.0,30.375,-0.0161943,92.8833,32.339300643241124
20.0,11.0,1992.0,31.0,0.0205761,92.8861,32.34538043176205
23.0,11.0,1992.0,31.0,0.0,92.8944,32.35146136328323
24.0,11.0,1992.0,31.125,0.00403226,92.8972,32.357543438019526
25.0,11.0,1992.0,31.875,0.0240964,92.9,32.36362665618588
27.0,11.0,1992.0,31.625,-0.00784314,92.9056,32.36971101799725
30.0,11.0,1992.0,32.25,0.0197629,92.9139,32.37579652366863
1.0,12.0,1992.0,32.375,0.00387597,92.9167,32.38188317341508
2.0,12.0,1992.0,32.75,0.011583,92.9194,32.387970967451686
3.0,12.0,1992.0,32.75,0.0,92.9222,32.39405990599357
4.0,12.0,1992.0,34.0,0.0381679,92.925,32.4001499892559
7.0,12.0,1992.0,34.375,0.0110294,92.9333,32.40624121745388
8.0,12.0,1992.0,34.75,0.0109091,92.9361,32.41233359080277
9.0,12.0,1992.0,34.5,-0.00719425,92.9389,32.41842710951784
10.0,12.0,1992.0,33.375,-0.0326087,92.9417,32.42452177381443
11.0,12.0,1992.0,33.5,0.00374532,92.9444,32.43061758390791
14.0,12.0,1992.0,33.0,-0.0149254,92.9528,32.43671454001369
15.0,12.0,1992.0,32.5,-0.0151515,92.9556,32.442812642347214
16.0,12.0,1992.0,32.875,0.0115385,92.9583,32.44891189112398
17.0,12.0,1992.0,32.5,-0.0114068,92.9611,32.45501228655951
18.0,12.0,1992.0,33.125,0.0192308,92.9639,32.46111382886939
21.0,12.0,1992.0,33.125,0.0,92.9722,32.46721651826922
22.0,12.0,1992.0,32.5,-0.0188679,92.975,32.47332035497465
23.0,12.0,1992.0,33.0,0.0153846,92.9778,32.47942533920139
24.0,12.0,1992.0,33.0,0.0,92.9806,32.48553147116517
28.0,12.0,1992.0,33.125,0.00378788,92.9917,32.49163875108175
29.0,12.0,1992.0,32.5,-0.0188679,92.9944,32.49774717916696
30.0,12.0,1992.0,32.5,0.0,92.9972,32.50385675563664
31.0,12.0,1992.0,32.25,-0.00769231,93.0,32.5099674807067
4.0,1.0,1993.0,32.875,0.0193798,93.0083,32.516079354593074
5.0,1.0,1993.0,33.25,0.0114068,93.0111,32.52219237751174
6.0,1.0,1993.0,34.0,0.0225564,93.0139,32.52830654967872
7.0,1.0,1993.0,33.375,-0.0183824,93.0167,32.53442187131006
8.0,1.0,1993.0,33.375,0.0,93.0194,32.540538342621865
11.0,1.0,1993.0,34.25,0.0262172,93.0278,32.54665596383028
12.0,1.0,1993.0,34.25,0.0,93.0306,32.55277473515149
13.0,1.0,1993.0,34.0,-0.00729927,93.0333,32.5588946568017
14.0,1.0,1993.0,34.0,0.0,93.0361,32.56501572899718
15.0,1.0,1993.0,34.625,0.0183824,93.0389,32.571137951954235
18.0,1.0,1993.0,35.5,0.0252708,93.0472,32.577261325889204
19.0,1.0,1993.0,36.625,0.0316901,93.05,32.58338585101848
20.0,1.0,1993.0,36.25,-0.0102389,93.0528,32.58951152755847
21.0,1.0,1993.0,37.5,0.0344828,93.0556,32.595638355725654
22.0,1.0,1993.0,38.0,0.0133333,93.0583,32.601766335736535
25.0,1.0,1993.0,37.625,-0.00986842,93.0667,32.60789546780766
26.0,1.0,1993.0,38.25,0.0166113,93.0694,32.61402575215561
27.0,1.0,1993.0,38.0,-0.00653595,93.0722,32.62015718899702
28.0,1.0,1993.0,37.75,-0.00657895,93.075,32.62628977854855
29.0,1.0,1993.0,37.75,0.0,93.0778,32.63242352102692
1.0,2.0,1993.0,38.125,0.00993378,93.0833,32.63855841664888
2.0,2.0,1993.0,37.375,-0.0196721,93.0861,32.64469446563121
3.0,2.0,1993.0,39.125,0.0468227,93.0889,32.650831668190754
4.0,2.0,1993.0,37.75,-0.0351438,93.0917,32.65697002454438
5.0,2.0,1993.0,37.875,0.00860927,93.0944,32.663109534909
8.0,2.0,1993.0,38.875,0.0264026,93.1028,32.66925019950156
9.0,2.0,1993.0,38.375,-0.0128617,93.1056,32.67539201853907
10.0,2.0,1993.0,39.25,0.0228013,93.1083,32.68153499223856
11.0,2.0,1993.0,40.5,0.0318471,93.1111,32.6876791208171
12.0,2.0,1993.0,40.625,0.00308642,93.1139,32.69382440449182
16.0,2.0,1993.0,38.625,-0.0492308,93.125,32.69997084347987
17.0,2.0,1993.0,39.625,0.02589,93.1278,32.70611843799844
18.0,2.0,1993.0,38.5,-0.0283912,93.1306,32.71226718826479
19.0,2.0,1993.0,38.875,0.00974026,93.1333,32.71841709449618
22.0,2.0,1993.0,38.75,-0.00321543,93.1417,32.72456815690995
23.0,2.0,1993.0,36.875,-0.0483871,93.1444,32.73072037572346
24.0,2.0,1993.0,37.75,0.0237288,93.1472,32.73687375115409
25.0,2.0,1993.0,37.75,0.0,93.15,32.743028283419314
26.0,2.0,1993.0,37.25,-0.013245,93.1528,32.749183972736596
1.0,3.0,1993.0,37.0,-0.00671141,93.1667,32.75534081932347
2.0,3.0,1993.0,37.875,0.0236487,93.1694,32.76149882339751
3.0,3.0,1993.0,38.5,0.0165017,93.1722,32.767657985176314
4.0,3.0,1993.0,38.125,-0.00974026,93.175,32.77381830487753
5.0,3.0,1993.0,39.0,0.0229508,93.1778,32.77997978271885
8.0,3.0,1993.0,39.75,0.0192308,93.1861,32.786142418918004
9.0,3.0,1993.0,40.0,0.00628931,93.1889,32.79230621369276
10.0,3.0,1993.0,40.125,0.003125,93.1917,32.798471167260935
11.0,3.0,1993.0,38.75,-0.0342679,93.1944,32.804637279840385
12.0,3.0,1993.0,38.375,-0.00967742,93.1972,32.810804551649
15.0,3.0,1993.0,38.875,0.0130293,93.2056,32.81697298290471
16.0,3.0,1993.0,38.375,-0.0128617,93.2083,32.8231425738255
17.0,3.0,1993.0,38.75,0.00977199,93.2111,32.82931332462938
18.0,3.0,1993.0,39.75,0.0258065,93.2139,32.835485235534414
19.0,3.0,1993.0,39.75,0.0,93.2167,32.841658306758696
22.0,3.0,1993.0,39.75,0.0,93.225,32.84783253852037
23.0,3.0,1993.0,39.75,0.0,93.2278,32.854007931037614
24.0,3.0,1993.0,38.875,-0.0220126,93.2306,32.86018448452865
25.0,3.0,1993.0,38.5,-0.0096463,93.2333,32.86636219921174
26.0,3.0,1993.0,38.125,-0.00974026,93.2361,32.8725410753052
29.0,3.0,1993.0,38.5,0.00983607,93.2444,32.87872111302736
30.0,3.0,1993.0,38.125,-0.00974026,93.2472,32.884902312596616
31.0,3.0,1993.0,37.625,-0.0131148,93.25,32.89108467423139
1.0,4.0,1993.0,37.375,-0.00664452,93.25,32.897268198150144
2.0,4.0,1993.0,37.25,-0.00334448,93.2528,32.9034528845714
5.0,4.0,1993.0,37.75,0.0134228,93.2611,32.909638733713706
6.0,4.0,1993.0,38.375,0.0165563,93.2639,32.915825745795644
7.0,4.0,1993.0,39.25,0.0228013,93.2667,32.922013921035855
8.0,4.0,1993.0,39.5,0.00636943,93.2694,32.92820325965301
12.0,4.0,1993.0,39.125,-0.00949367,93.2806,32.93439376186583
13.0,4.0,1993.0,39.625,0.0127796,93.2833,32.94058542789306
14.0,4.0,1993.0,40.625,0.0252366,93.2861,32.94677825795351
15.0,4.0,1993.0,40.0,-0.0153846,93.2889,32.95297225226601
16.0,4.0,1993.0,40.5,0.0125,93.2917,32.959167411049435
19.0,4.0,1993.0,39.625,-0.0216049,93.3,32.96536373452272
20.0,4.0,1993.0,39.125,-0.0126183,93.3028,32.97156122290481
21.0,4.0,1993.0,38.875,-0.00638978,93.3056,32.977759876414716
22.0,4.0,1993.0,38.625,-0.00643087,93.3083,32.98395969527149
23.0,4.0,1993.0,40.5,0.0485437,93.3111,32.9901606796942
26.0,4.0,1993.0,39.625,-0.0216049,93.3194,32.99636282990198
27.0,4.0,1993.0,40.375,0.0189275,93.3222,33.002566146114006
28.0,4.0,1993.0,42.375,0.0495356,93.325,33.00877062854948
29.0,4.0,1993.0,41.0,-0.0324484,93.3278,33.01497627742765
30.0,4.0,1993.0,40.875,-0.00304878,93.3306,33.02118309296781
3.0,5.0,1993.0,42.375,0.0366973,93.3389,33.02739107538929
4.0,5.0,1993.0,41.875,-0.0117994,93.3417,33.03360022491147
5.0,5.0,1993.0,41.125,-0.0179105,93.3444,33.03981054175375
6.0,5.0,1993.0,40.25,-0.0212766,93.3472,33.0460220261356
7.0,5.0,1993.0,40.0,-0.00124224,93.35,33.05223467827652
10.0,5.0,1993.0,40.625,0.015625,93.3583,33.05844849839604
11.0,5.0,1993.0,41.125,0.0123077,93.3611,33.06466348671374
12.0,5.0,1993.0,41.25,0.00303951,93.3639,33.070879643449246
13.0,5.0,1993.0,40.25,-0.0242424,93.3667,33.07709696882222
14.0,5.0,1993.0,39.25,-0.0248447,93.3694,33.08331546305236
17.0,5.0,1993.0,39.875,0.0159236,93.3778,33.089535126359415
18.0,5.0,1993.0,39.25,-0.015674,93.3806,33.095755958963174
19.0,5.0,1993.0,39.75,0.0127389,93.3833,33.10197796108346
20.0,5.0,1993.0,39.875,0.00314465,93.3861,33.10820113294015
21.0,5.0,1993.0,39.5,-0.00940439,93.3889,33.11442547475315
24.0,5.0,1993.0,39.875,0.00949367,93.3972,33.120650986742405
25.0,5.0,1993.0,39.75,-0.0031348,93.4,33.126877669127914
26.0,5.0,1993.0,40.125,0.00943396,93.4028,33.13310552212971
27.0,5.0,1993.0,39.875,-0.00623053,93.4056,33.13933454596788
28.0,5.0,1993.0,40.125,0.00626959,93.4083,33.14556474086252
1.0,6.0,1993.0,40.375,0.00623053,93.4167,33.1517961070338
2.0,6.0,1993.0,40.375,0.0,93.4194,33.15802864470193
3.0,6.0,1993.0,41.0,0.0154799,93.4222,33.164262354087136
4.0,6.0,1993.0,41.5,0.0121951,93.425,33.170497235409705
7.0,6.0,1993.0,41.5,0.0,93.4333,33.17673328888996
8.0,6.0,1993.0,40.5,-0.0240964,93.4361,33.18297051474828
9.0,6.0,1993.0,41.0,0.0123457,93.4389,33.18920891320505
10.0,6.0,1993.0,41.125,0.00304878,93.4417,33.195448484480735
11.0,6.0,1993.0,40.75,-0.00911854,93.4444,33.20168922879582
14.0,6.0,1993.0,40.5,-0.00613497,93.4528,33.20793114637084
15.0,6.0,1993.0,40.25,-0.00617284,93.4556,33.21417423742636
16.0,6.0,1993.0,41.25,0.0248447,93.4583,33.220418502183
17.0,6.0,1993.0,41.625,0.00909091,93.4611,33.226663940861414
18.0,6.0,1993.0,41.75,0.003003,93.4639,33.232910553682295
21.0,6.0,1993.0,42.875,0.0269461,93.4722,33.23915834086639
22.0,6.0,1993.0,43.625,0.0174927,93.475,33.245407302634476
23.0,6.0,1993.0,43.0,-0.0143267,93.4778,33.25165743920737
24.0,6.0,1993.0,43.125,0.00290698,93.4806,33.257908750805946
25.0,6.0,1993.0,43.125,0.0,93.4833,33.2641612376511
28.0,6.0,1993.0,44.375,0.0289855,93.4917,33.27041489996378
29.0,6.0,1993.0,44.0,-0.0084507,93.4944,33.27666973796498
30.0,6.0,1993.0,44.5,0.0113636,93.4972,33.28292575187572
1.0,7.0,1993.0,44.0,-0.011236,93.5,33.289182941917076
2.0,7.0,1993.0,43.625,-0.00852273,93.5028,33.29544130831016
6.0,7.0,1993.0,44.125,0.0114613,93.5139,33.301700851276124
7.0,7.0,1993.0,44.625,0.0113314,93.5167,33.30796157103617
8.0,7.0,1993.0,46.875,0.0504202,93.5194,33.31422346781152
9.0,7.0,1993.0,47.5,0.0133333,93.5222,33.32048654182348
12.0,7.0,1993.0,46.875,-0.0131579,93.5306,33.32675079329334
13.0,7.0,1993.0,46.875,0.0,93.5333,33.33301622244248
