Observed,Expected,ExpectedStandardized
7.72,7.69648256640491,-1.1470375060693965
7.75,7.713437737857083,-1.1382667646588007
7.75,7.730225306992473,-1.1295827222582655
7.75,7.746849796448073,-1.1209830393526965
7.76,7.763315550287472,-1.1124654688012419
7.76,7.779626743442728,-1.1040278509531076
7.76,7.7957873905367165,-1.0956681090838443
7.8,7.811801354134337,-1.0873842451270794
7.82,7.827672352466562,-1.0791743356789438
7.83,7.843403966667407,-1.0710365282544614
7.84,7.858999647560372,-1.0629690377769856
7.86,7.874462722027788,-1.054970143283406
7.86,7.889796398993519,-1.0470381848293497
7.87,7.905003775047058,-1.0391715605798977
7.87,7.920087839734549,-1.0313687240725893
7.91,7.935051480540279,-1.0236281816405468
7.91,7.949897487580195,-1.0159484899845659
7.92,7.964628558027297,-1.0083282538839013
7.94,7.979247300287167,-1.0007661240363122
7.94,7.993756237940436,-0.9932607950186588
7.96,8.008157813467719,-0.9858110033600332
7.96,8.022454391771324,-0.9784155257200129
7.96,8.036648263506953,-0.9710731771652056
7.99,8.050741648237645,-0.9637828095377468
8.01,8.064736697421246,-0.9565433099099087
8.01,8.078635497241928,-0.9493535991193868
8.02,8.092440071295435,-0.9422126303802465
8.06,8.106152383137115,-0.9351193879648526
8.06,8.11977433870107,-0.9280728859524667
8.06,8.133307788598248,-0.9210721670404687
8.1,8.146754530300667,-0.9141163014144756
8.1,8.160116310218557,-0.9072043856738597
8.11,8.173394825676661,-0.9003355418094288
8.11,8.186591726795548,-0.893508916230239
8.11,8.199708618283399,-0.8867236788367215
8.11,8.212747061143366,-0.8799790221374845
8.12,8.225708574301253,-0.8732741604073317
8.13,8.238594636157938,-0.8666083288842036
8.15,8.25140668607076,-0.8599807830028785
8.16,8.26414612576769,-0.8533907976634307
8.19,8.276814320697978,-0.8468376665325541
8.19,8.289412601322681,-0.8403207013759894
8.2,8.301942264348263,-0.833839231420391
8.21,8.31440457390628,-0.8273926027430873
8.21,8.326800762681982,-0.8209801776882721
8.21,8.339132032994451,-0.8146013343082504
8.21,8.351399557830806,-0.8082554658284629
8.26,8.363604481836784,-0.8019419801350651
8.26,8.375747922265909,-0.79566029928393
8.26,8.387830969889338,-0.7894098590299963
8.27,8.399854689868317,-0.7831901083759545
8.27,8.411820122591102,-0.7770005091393168
8.31,8.423728284476073,-0.7708405355369732
8.31,8.435580168742684,-0.7647096737863873
8.32,8.447376746151797,-0.7586074217226283
8.35,8.459118965716847,-0.7525332884304944
8.36,8.470807755387224,-0.7464867938910015
8.36,8.482444022705195,-0.7404674686415703
8.39,8.494028655437551,-0.7344748534492777
8.4,8.505562522183194,-0.7285084989965576
8.41,8.517046472957736,-0.722567965578796
8.41,8.528481339756167,-0.7166528228132655
8.44,8.539867937094588,-0.7107626493588968
8.46,8.551207062531912,-0.7048970326464016
8.47,8.56249949717249,-0.6990555686182762
8.49,8.573746006150417,-0.6932378614782694
8.52,8.584947339096404,-0.6874435234498771
8.53,8.596104230587903,-0.6816721745434953
8.53,8.607217400583265,-0.6759234423318364
8.56,8.618287554840574,-0.6701969617332683
8.56,8.629315385321831,-0.664492374802736
8.57,8.6403015705831,-0.6588093305299432
8.57,8.651246776151199,-0.6531474846444919
8.6,8.662151654887506,-0.6475064994276895
8.61,8.673016847339413,-0.6418860435307469
8.61,8.683842982079923,-0.6362857917991073
8.62,8.694630676035883,-0.6307054251026536
8.63,8.705380534805318,-0.6251446301715556
8.64,8.716093152964296,-0.6196030994375323
8.66,8.726769114363737,-0.6140805308803142
8.66,8.737408992416594,-0.608576627879091
8.67,8.748013350375736,-0.6030910990687577
8.67,8.758582741602957,-0.5976236582007686
8.68,8.769117709829406,-0.5921740240084126
8.68,8.7796187894078,-0.5867419200763471
8.68,8.790086505556728,-0.581327074714226
8.69,8.800521374597338,-0.575929220834259
8.71,8.810923904182712,-0.5705480958325596
8.71,8.821294593520204,-0.5651834414741336
8.73,8.831633933586982,-0.5598350037813782
8.77,8.841942407339069,-0.5545025329259519
8.77,8.852220489914078,-0.5491857831238965
8.77,8.862468648827903,-0.5438845125338937
8.78,8.87268734416559,-0.5385984831585302
8.79,8.882877028766572,-0.5333274607484746
8.8,8.8930381484045,-0.5280712147094537
8.82,8.903171141961861,-0.5228295180119272
8.82,8.913276441599548,-0.5176021471033675
8.82,8.923354472921583,-0.512388881823049
8.86,8.933405655135168,-0.5071895053192602
8.87,8.943430401206209,-0.5020038039688495
8.88,8.953429118010478,-0.49683156729902894
8.91,8.963402206480584,-0.49167258791135143
8.91,8.97335006174887,-0.4865266614077897
8.91,8.983273073286394,-0.4813935863188419
8.92,8.99317162503813,-0.4762731640335956
8.93,9.003046095554497,-0.47116519873168716
8.95,9.012896858119374,-0.46606949731708236
8.95,9.022724280874684,-0.4609858693536278
8.96,9.0325287269417,-0.4559141270023047
8.97,9.042310554539142,-0.45085408496013457
8.97,9.05207011709821,-0.4458055604006763
8.99,9.061807763374626,-0.44076837291606746
9.01,9.071523837557795,-0.435742344460553
9.01,9.081218679377194,-0.4307272992954577
9.01,9.09089262420605,-0.4257230639355494
9.01,9.100546003162416,-0.42072946709675607
9.01,9.110179143207725,-0.41574633964518254
9.04,9.119792367242907,-0.41077351454739247
9.07,9.129385994202131,-0.4058108268219139
9.1,9.138960339144283,-0.4008581134919229
9.12,9.1485157133422,-0.39591521353907905
9.12,9.158052424369787,-0.39098196785846207
9.12,9.167570776187047,-0.3860582192145895
9.14,9.177071069223102,-0.38114381219846677
9.15,9.186553600457268,-0.37623859318565034
9.16,9.196018663498245,-0.3713424102952808
9.21,9.205466548661489,-0.36645511335006553
9.22,9.214897543044792,-0.36157655383717224
9.25,9.224311930602179,-0.3567065848700118
9.25,9.233709992216115,-0.35184506115088016
9.26,9.243092005768125,-0.3469918389344313
9.27,9.252458246207835,-0.3421467759919597
9.29,9.261808985620522,-0.33730973157646166
9.3,9.271144493293175,-0.33248056638845774
9.3,9.280465035779155,-0.3276591425425479
9.32,9.289770876961464,-0.3228453235346808
9.35,9.299062278114699,-0.3180389742101106
9.35,9.308339497965678,-0.31323996073202737
9.36,9.317602792752853,-0.3084481505508322
9.37,9.326852416284469,-0.3036634123740462
9.37,9.33608861999557,-0.29888561613682396
9.37,9.345311653003845,-0.2941146329730644
9.38,9.354521762164374,-0.28935033518709236
9.39,9.363719192123297,-0.2845925962258955
9.4,9.372904185370436,-0.27984129065190205
9.41,9.382076982290911,-0.27509629411628167
9.41,9.39123782121578,-0.2703574833327527
9.42,9.400386938471712,-0.26562473605188003
9.43,9.409524568429761,-0.260897931035851
9.44,9.418650943553228,-0.2561769480337145
9.44,9.427766294444668,-0.2514616677570635
9.44,9.436870849892056,-0.24675197185615666
9.46,9.445964836914133,-0.2420477428964595
9.46,9.455048480804969,-0.2373488643355903
9.46,9.464122005177769,-0.23265522050066714
9.47,9.473185632007915,-0.2279666965660318
9.5,9.482239581675321,-0.22328317853135068
9.51,9.491284073006065,-0.21860455320007033
9.52,9.500319323313372,-0.21393070815822446
9.52,9.509345548437919,-0.20926153175357728
9.54,9.518362962787538,-0.20459691307509267
9.54,9.527371779376285,-0.1999367419327215
9.55,9.536372209862918,-0.1952809088374923
9.56,9.545364464588827,-0.19062930498190034
9.56,9.554348752615377,-0.18598182222058132
9.57,9.56332528176074,-0.18133835305126367
9.58,9.5722942586362,-0.17669879059598761
9.61,9.581255888681955,-0.1720630285825832
9.64,9.590210376202444,-0.16743096132639745
9.64,9.599157924401203,-0.16280248371226608
9.64,9.608098735415261,-0.1581774911767133
9.65,9.617033010349125,-0.15355587969038093
9.66,9.625960949308324,-0.148937545740672
9.7,9.63488275143255,-0.14432238631460415
9.7,9.643798614928432,-0.139710298881862
9.73,9.652708737101907,-0.1351011813780486
9.73,9.661613314390252,-0.13049493218811634
9.73,9.670512542393753,-0.12589145012998287
9.74,9.679406615907066,-0.12129063443831398
9.74,9.688295728950225,-0.11669238474847654
9.75,9.697180074799373,-0.112096601080645
9.75,9.70605984601719,-0.10750318382406213
9.76,9.71493523448304,-0.10291203372144438
9.76,9.723806431422847,-0.09832305185352275
9.78,9.73267362743873,-0.09373613962372007
9.78,9.741537012538378,-0.08915119874294956
9.79,9.750396776164205,-0.08456813121453637
9.79,9.759253107222284,-0.07998683931924969
9.79,9.768106194111072,-0.07540722560044281
9.79,9.77695622474994,-0.0708291928492952
9.8,9.785803386607522,-0.0662526440901499
9.81,9.794647866729882,-0.061677482565939204
9.82,9.803489851768532,-0.057103611723694624
9.84,9.81232952800828,-0.05253093520013767
9.85,9.82116708139497,-0.047959356807337566
9.86,9.830002697563044,-0.04338878051844135
9.86,9.838836561863042,-0.03881911045346274
9.86,9.847668859388946,-0.034250250865126786
9.86,9.856499775005451,-0.02968210612476557
9.87,9.865329493375151,-0.025114580708258852
9.88,9.874158198985631,-0.02054757918201544
9.9,9.882986076176508,-0.015981006188985788
9.9,9.89181330916641,-0.011414766434707478
9.91,9.900640082079912,-0.006848764673372223
9.92,9.909466578974428,-0.002282905693909771
9.93,9.91829298386709,0.002282905693909771
9.94,9.927119480761606,0.006848764673372223
9.96,9.935946253675107,0.011414766434707806
9.96,9.94477348666501,0.015981006188985788
9.97,9.953601363855887,0.02054757918201544
9.98,9.962430069466366,0.02511458070825918
9.99,9.971259787836066,0.02968210612476557
10.0,9.980090703452571,0.034250250865126786
10.01,9.988923000978476,0.038819110453463056
10.04,9.997756865278474,0.04338878051844135
10.04,10.006592481446548,0.047959356807337566
10.07,10.015430034833235,0.052530935200137345
10.08,10.024269711072986,0.057103611723694624
10.08,10.033111696111636,0.061677482565939204
10.09,10.041956176233995,0.0662526440901499
10.1,10.050803338091578,0.0708291928492952
10.1,10.059653368730446,0.07540722560044281
10.13,10.068506455619234,0.07998683931924969
10.13,10.077362786677313,0.08456813121453637
10.14,10.08622255030314,0.08915119874294956
10.16,10.095085935402787,0.09373613962371975
10.17,10.10395313141867,0.09832305185352275
10.17,10.112824328358478,0.10291203372144438
10.17,10.121699716824327,0.10750318382406213
10.17,10.130579488042144,0.112096601080645
10.17,10.139463833891293,0.11669238474847654
10.18,10.148352946934452,0.12129063443831398
10.19,10.157247020447764,0.12589145012998287
10.2,10.166146248451266,0.13049493218811634
10.2,10.17505082573961,0.1351011813780486
10.21,10.183960947913086,0.139710298881862
10.21,10.192876811408969,0.1443223863146038
10.22,10.201798613533194,0.148937545740672
10.22,10.210726552492392,0.15355587969038093
10.24,10.219660827426257,0.158177491176713
10.25,10.228601638440315,0.16280248371226608
10.27,10.237549186639074,0.16743096132639745
10.27,10.246503674159563,0.17206302858258288
10.28,10.255465304205318,0.17669879059598761
10.29,10.264434281080778,0.18133835305126367
10.3,10.27341081022614,0.18598182222058132
10.3,10.28239509825269,0.19062930498190034
10.3,10.2913873529786,0.19528090883749263
10.31,10.300387783465233,0.1999367419327215
10.32,10.30939660005398,0.20459691307509267
10.32,10.318414014403599,0.20926153175357728
10.33,10.327440239528146,0.21393070815822446
10.33,10.336475489835452,0.21860455320007033
10.33,10.345519981166197,0.22328317853135068
10.34,10.354573930833602,0.2279666965660318
10.34,10.363637557663749,0.23265522050066714
10.34,10.372711082036549,0.2373488643355903
10.35,10.381794725927385,0.2420477428964595
10.35,10.390888712949462,0.24675197185615697
10.35,10.39999326839685,0.2514616677570632
10.36,10.40910861928829,0.2561769480337145
10.37,10.418234994411756,0.260897931035851
10.39,10.427372624369806,0.2656247360518797
10.4,10.436521741625738,0.2703574833327527
10.4,10.445682580550606,0.27509629411628195
10.41,10.454855377471082,0.27984129065190205
10.41,10.464040370718221,0.2845925962258955
10.41,10.473237800677143,0.28935033518709263
10.43,10.482447909837672,0.2941146329730644
10.44,10.491670942845948,0.29888561613682396
10.45,10.500907146557049,0.3036634123740459
10.46,10.510156770088665,0.3084481505508322
10.48,10.51942006487584,0.31323996073202737
10.49,10.52869728472682,0.3180389742101104
10.49,10.537988685880054,0.3228453235346808
10.49,10.547294527062363,0.3276591425425479
10.49,10.556615069548341,0.3324805663884573
10.5,10.565950577220995,0.33730973157646166
10.5,10.575301316633682,0.3421467759919597
10.51,10.584667557073393,0.3469918389344313
10.51,10.594049570625403,0.35184506115088016
10.51,10.603447632239341,0.3567065848700121
10.52,10.612862019796726,0.36157655383717197
10.52,10.622293014180029,0.36645511335006553
10.53,10.631740899343272,0.3713424102952808
10.54,10.64120596238425,0.37623859318565034
10.55,10.650688493618416,0.38114381219846677
10.56,10.660188786654471,0.3860582192145895
10.57,10.66970713847173,0.39098196785846207
10.59,10.679243849499318,0.39591521353907905
10.6,10.688799223697234,0.4008581134919229
10.6,10.698373568639386,0.4058108268219139
10.64,10.707967195598611,0.41077351454739247
10.66,10.717580419633792,0.4157463396451823
10.67,10.727213559679102,0.42072946709675607
10.67,10.736866938635467,0.4257230639355494
10.69,10.746540883464323,0.43072729929545744
10.69,10.756235725283723,0.435742344460553
10.69,10.765951799466892,0.44076837291606746
10.69,10.775689445743307,0.445805560400676
10.71,10.785449008302376,0.45085408496013457
10.72,10.795230835899819,0.4559141270023049
10.72,10.805035281966834,0.4609858693536278
10.73,10.814862704722144,0.46606949731708236
10.75,10.82471346728702,0.47116519873168716
10.76,10.834587937803388,0.4762731640335956
10.79,10.844486489555123,0.4813935863188419
10.8,10.854409501092647,0.4865266614077897
10.8,10.864357356360934,0.49167258791135143
10.82,10.87433044483104,0.49683156729902894
10.83,10.884329161635309,0.5020038039688491
10.84,10.89435390770635,0.5071895053192602
10.89,10.904405089919935,0.5123888818230493
10.9,10.91448312124197,0.5176021471033675
10.95,10.924588420879656,0.5228295180119272
10.95,10.934721414437018,0.528071214709454
10.95,10.944882534074946,0.5333274607484746
10.95,10.955072218675928,0.5385984831585302
10.95,10.965290914013615,0.5438845125338937
10.99,10.97553907292744,0.5491857831238965
10.99,10.985817155502449,0.5545025329259519
10.99,10.996125629254536,0.5598350037813785
11.03,11.006464969321314,0.5651834414741336
11.04,11.016835658658806,0.5705480958325596
11.06,11.02723818824418,0.575929220834259
11.06,11.03767305728479,0.581327074714226
11.07,11.048140773433717,0.5867419200763471
11.11,11.058641853012112,0.5921740240084121
11.13,11.06917682123856,0.5976236582007686
11.17,11.079746212465782,0.603091099068758
11.18,11.090350570424924,0.6085766278790906
11.23,11.10099044847778,0.6140805308803142
11.23,11.111666409877223,0.6196030994375326
11.24,11.1223790280362,0.6251446301715553
11.26,11.133128886805634,0.6307054251026536
11.26,11.143916580761594,0.6362857917991075
11.27,11.154742715502104,0.6418860435307469
11.28,11.165607907954012,0.6475064994276895
11.34,11.176512786690319,0.6531474846444922
11.34,11.187457992258418,0.6588093305299432
11.35,11.198444177519686,0.664492374802736
11.36,11.209472008000946,0.6701969617332687
11.36,11.220542162258253,0.6759234423318364
11.36,11.231655332253615,0.6816721745434956
11.37,11.242812223745114,0.6874435234498771
11.38,11.2540135566911,0.6932378614782694
11.39,11.265260065669029,0.6990555686182766
11.39,11.276552500309606,0.7048970326464014
11.4,11.28789162574693,0.7107626493588968
11.4,11.29927822308535,0.7166528228132655
11.44,11.31071308988378,0.7225679655787955
11.59,11.322197040658324,0.7285084989965576
11.61,11.333730907403966,0.7344748534492777
11.63,11.345315540136323,0.7404674686415703
11.64,11.356951807454294,0.7464867938910015
11.64,11.368640597124672,0.7525332884304946
11.64,11.38038281668972,0.758607421722628
11.66,11.392179394098834,0.7647096737863873
11.74,11.404031278365444,0.7708405355369736
11.79,11.415939440250416,0.7770005091393166
11.79,11.427904872973201,0.7831901083759545
11.83,11.43992859295218,0.7894098590299959
11.84,11.45201164057561,0.7956602992839299
11.84,11.464155081004733,0.8019419801350651
11.84,11.476360005010712,0.8082554658284629
11.85,11.488627529847067,0.8146013343082504
11.86,11.500958800159536,0.8209801776882721
11.88,11.513354988935237,0.8273926027430873
11.89,11.525817298493255,0.833839231420391
11.89,11.538346961518837,0.8403207013759896
11.9,11.55094524214354,0.8468376665325541
11.91,11.563613437073828,0.8533907976634307
11.91,11.576352876770757,0.8599807830028786
11.91,11.58916492668358,0.8666083288842036
11.94,11.602050988540265,0.8732741604073317
11.95,11.615012501698152,0.8799790221374845
11.96,11.628050944558119,0.8867236788367215
11.98,11.64116783604597,0.893508916230239
11.99,11.654364737164856,0.9003355418094288
11.99,11.667643252622959,0.9072043856738594
12.03,11.68100503254085,0.9141163014144756
12.04,11.69445177424327,0.9210721670404683
12.04,11.707985224140447,0.9280728859524667
12.07,11.721607179704403,0.9351193879648526
12.08,11.735319491546083,0.9422126303802464
12.08,11.74912406559959,0.9493535991193868
12.08,11.763022865420272,0.9565433099099087
12.09,11.777017914603872,0.9637828095377465
12.09,11.791111299334565,0.9710731771652056
12.1,11.805305171070195,0.9784155257200132
12.15,11.819601749373799,0.9858110033600329
12.19,11.834003324901083,0.9932607950186588
12.21,11.848512262554351,1.0007661240363126
12.22,11.863131004814221,1.0083282538839013
12.23,11.877862075261323,1.0159484899845659
12.24,11.892708082301239,1.0236281816405473
12.24,11.907671723106969,1.0313687240725893
12.24,11.92275578779446,1.0391715605798977
12.26,11.937963163848,1.0470381848293497
12.28,11.95329684081373,1.054970143283406
12.29,11.968759915281145,1.0629690377769856
12.3,11.98435559617411,1.0710365282544612
12.34,12.000087210374955,1.0791743356789438
12.34,12.015958208707183,1.0873842451270797
12.34,12.031972172304801,1.0956681090838443
12.34,12.04813281939879,1.1040278509531076
12.35,12.064444012554045,1.1124654688012419
12.37,12.080909766393445,1.1209830393526965
12.38,12.097534255849045,1.1295827222582655
12.38,12.114321824984435,1.1382667646588007
12.39,12.131276996436608,1.1470375060693965
12.4,12.148404481530555,1.1558973836115718
12.4,12.165709191125213,1.1648489376237703
12.41,12.183196247255541,1.173894817683687
12.46,12.200870995642177,1.1830377890793942
12.5,12.21873901914788,1.192280739770223
12.51,12.23680615226853,1.2016266878828097
12.54,12.255078496756012,1.2110787897926663
12.54,12.273562438481438,1.2206403488473494
12.55,12.292264665659264,1.2303148247936204
12.56,12.311192188566997,1.2401058439782464
12.59,12.330352360910943,1.2500172104002982
12.59,12.34975290300654,1.2600529177020987
12.59,12.369401926962308,1.2702171621966345
12.61,12.389307964079983,1.2805143570413657
12.63,12.409479994710185,1.290949147682274
12.63,12.42992748083389,1.3015264287079265
12.63,12.45066040167536,1.3122513622716971
12.64,12.471689292693176,1.3231293982614316
12.64,12.493025288343155,1.3341662964202867
12.65,12.514680169061975,1.3453681506508868
12.69,12.536666412983895,1.3567414157678688
12.74,12.558997252977388,1.3682929370023664
12.74,12.581686739675503,1.380029982606987
12.74,12.60474981127574,1.3919602799625952
12.74,12.62820237100548,1.4040920556504046
12.76,12.652061373290877,1.4164340800262893
12.77,12.676344919835532,1.4289957169213292
12.79,12.701072367015602,1.4417869791962241
12.79,12.726264446237376,1.454818591001076
12.8,12.751943399190685,1.4681020577406274
12.81,12.778133130277627,1.481649744924126
12.82,12.804859378915232,1.4954749672957748
12.84,12.83214991492033,1.5095920899053838
12.84,12.860034760808134,1.5240166431012108
12.85,12.888546445601676,1.5387654538230586
12.87,12.91772029569559,1.5538567960632113
12.9,12.947594769493904,1.5693105639712357
12.9,12.978211844012709,1.5851484718396904
12.91,13.00961746349059,1.601394286165843
12.94,13.041862062397941,1.6180740961991715
12.95,13.075001178234967,1.6352166309356793
12.97,13.109096173368716,1.6528536325170065
12.98,13.144215090170828,1.6710202985846672
12.98,13.18043367028157,1.6897558095351954
12.99,13.217836577507144,1.7091039611127472
13.0,13.256518875457509,1.729113928776435
13.01,13.296587826707126,1.7498411983882753
13.01,13.338165101699008,1.7713487088572601
13.03,13.381389515316783,1.7937082677408447
13.04,13.42642045079738,1.8170023224009013
13.06,13.473442190248392,1.8413262001372348
13.06,13.522669457555677,1.8667909754785161
13.07,13.57435460746633,1.8935271890233287
13.08,13.628797087967031,1.9216897422343062
13.09,13.686356101931421,1.9514644471822675
13.11,13.747467868109286,1.9830769554841028
13.11,13.812669655994592,2.0168051913007474
13.18,13.882634077153,2.052997089899554
13.19,13.958219411255186,2.092096630810349
13.2,14.04054595799581,2.134683333913065
13.23,14.13111655557947,2.1815346024508195
13.36,14.232016198679668,2.2337289834129677
13.44,14.346263072289696,2.2928277538517747
13.44,14.478475050357913,2.361219693991731
13.44,14.636271296293451,2.4428461212188064
13.59,14.83367683763166,2.54496204266378
13.64,15.101458244210729,2.6834826986356575
13.85,15.534570090785252,2.9075271454220664
14.44,,
